Date,Carrier,FlightNumber,DepAirport,DepCity,DepState,ArrAirport,ArrCity,ArrState,DepTime,DepDelay,ArrTIme,ArrDelay,Cancelled,CancelReason,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,ArrStatus,DepStatus,DelayCause
Jan,SkyWest,7434,DTW,"Detroit, MI",MI,ITH,"Ithaca/Cortland, NY",NY,1744,-6,1854,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,106,MSP,"Minneapolis, MN",MN,JFK,"New York, NY",NY,1417,-3,1748,-17,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,327,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1800,6,2056,21,0,NA,6,0,15,0,0,Late,Late,Carrier
Jan,Delta,645,MSP,"Minneapolis, MN",MN,STL,"St. Louis, MO",MO,2030,0,2233,18,0,NA,0,0,18,0,0,Late,On Time,NA
Jan,Delta,1164,DTW,"Detroit, MI",MI,BOS,"Boston, MA",MA,2050,10,2243,-6,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,1172,ORD,"Chicago, IL",IL,SLC,"Salt Lake City, UT",UT,1354,9,1608,-16,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,1298,MSP,"Minneapolis, MN",MN,LAX,"Los Angeles, CA",CA,1138,-1,1319,-28,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1318,MSP,"Minneapolis, MN",MN,PSP,"Palm Springs, CA",CA,1134,4,1313,-17,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,1326,MSP,"Minneapolis, MN",MN,RDU,"Raleigh/Durham, NC",NC,1754,10,2152,35,0,NA,10,0,25,0,0,Late,Late,Carrier
Jan,Delta,1431,MSP,"Minneapolis, MN",MN,LAX,"Los Angeles, CA",CA,1816,36,2018,30,0,NA,30,0,0,0,0,Late,Late,Carrier
Jan,Delta,1453,MSP,"Minneapolis, MN",MN,SEA,"Seattle, WA",WA,1848,38,2116,61,0,NA,38,0,23,0,0,Late,Late,Carrier
Jan,Delta,1503,DTW,"Detroit, MI",MI,JAX,"Jacksonville, FL",FL,1008,3,1230,-14,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,1609,MSP,"Minneapolis, MN",MN,MCI,"Kansas City, MO",MO,0648,-4,0813,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1776,ORD,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,0932,54,1212,42,0,NA,9,0,0,0,33,Late,Late,Late Aircraft
Jan,Delta,1791,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1911,29,2154,9,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Delta,1841,MSP,"Minneapolis, MN",MN,MIA,"Miami, FL",FL,1249,-1,1723,-4,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1848,MSP,"Minneapolis, MN",MN,SLC,"Salt Lake City, UT",UT,1929,-1,2121,0,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1921,DTW,"Detroit, MI",MI,MCO,"Orlando, FL",FL,1813,-5,2042,-27,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,1941,MSP,"Minneapolis, MN",MN,MEM,"Memphis, TN",TN,1855,63,2145,89,0,NA,0,63,26,0,0,Late,Late,Weather
Jan,Delta,1988,MSP,"Minneapolis, MN",MN,MKE,"Milwaukee, WI",WI,1347,42,1458,29,0,NA,0,0,0,0,29,Late,Late,Late Aircraft
Jan,Delta,2025,STL,"St. Louis, MO",MO,MSP,"Minneapolis, MN",MN,0606,-4,0743,-13,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2283,MSP,"Minneapolis, MN",MN,DTW,"Detroit, MI",MI,1318,-2,1555,-9,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2292,ORD,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,1538,16,1706,2,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Delta,2329,MSP,"Minneapolis, MN",MN,DTW,"Detroit, MI",MI,1012,-7,1243,-29,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2372,MSP,"Minneapolis, MN",MN,MSY,"New Orleans, LA",LA,1001,-5,1232,-25,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2379,MSP,"Minneapolis, MN",MN,TPA,"Tampa, FL",FL,1744,-8,2221,10,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Delta,2462,MSP,"Minneapolis, MN",MN,BOS,"Boston, MA",MA,2006,276,0004,282,0,NA,216,0,6,0,60,Late,Late,Late Aircraft
Jan,Delta,2471,MSP,"Minneapolis, MN",MN,BOS,"Boston, MA",MA,0954,-1,1321,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2507,MSP,"Minneapolis, MN",MN,GEG,"Spokane, WA",WA,2009,14,2121,-1,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,2524,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,1514,-4,1655,9,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Delta,2549,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,1955,6,2142,28,0,NA,6,0,22,0,0,Late,Late,Carrier
Jan,Delta,2564,DTW,"Detroit, MI",MI,DFW,"Dallas/Fort Worth, TX",TX,2029,0,2232,-6,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2631,MSP,"Minneapolis, MN",MN,DFW,"Dallas/Fort Worth, TX",TX,2036,51,0010,112,0,NA,0,11,61,0,40,Late,Late,Late Aircraft
Jan,Delta,2669,DTW,"Detroit, MI",MI,PHX,"Phoenix, AZ",AZ,1807,-1,2016,-35,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2711,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,2029,-2,2135,-39,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2751,MSP,"Minneapolis, MN",MN,CLT,"Charlotte, NC",NC,0844,-1,1206,-32,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2752,DTW,"Detroit, MI",MI,LAX,"Los Angeles, CA",CA,1747,2,1923,-33,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,2834,MSP,"Minneapolis, MN",MN,CVG,"Cincinnati, OH",KY,0855,115,1145,96,0,NA,96,0,0,0,0,Late,Late,Carrier
Jan,Delta,2873,MSP,"Minneapolis, MN",MN,ATL,"Atlanta, GA",GA,0619,-1,0934,-24,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Delta,2939,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,2058,23,2250,12,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Delta,2958,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,1013,13,1201,-5,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Delta,2967,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,0847,12,1050,10,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Mesa,6231,DSM,"Des Moines, IA",IA,IAH,"Houston, TX",TX,NA,NA,NA,NA,1,Carrier,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Mesa,6172,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,1626,101,1842,96,0,NA,0,0,0,0,96,Late,Late,Late Aircraft
Jan,Mesa,6115,DSM,"Des Moines, IA",IA,IAH,"Houston, TX",TX,0608,-7,0906,11,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,ExpressJet,4206,ORD,"Chicago, IL",IL,ABE,"Allentown/Bethlehem/Easton, PA",PA,1647,167,1941,161,0,NA,110,0,0,0,51,Late,Late,Late Aircraft
Jan,Frontier,415,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,1827,8,2013,-2,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Frontier,465,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,1140,-8,1257,-6,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Frontier,1210,STL,"St. Louis, MO",MO,MCO,"Orlando, FL",FL,0718,16,1027,-8,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Frontier,1422,ORD,"Chicago, IL",IL,MIA,"Miami, FL",FL,0526,-4,0922,-19,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,5997,DTW,"Detroit, MI",MI,ROC,"Rochester, NY",NY,2218,-2,2327,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,6097,DTW,"Detroit, MI",MI,CMH,"Columbus, OH",OH,2127,47,2217,17,0,NA,0,0,0,0,17,Late,Late,Late Aircraft
Jan,Republic,3480,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,1941,-4,2152,-2,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,3498,ORD,"Chicago, IL",IL,IND,"Indianapolis, IN",IN,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Republic,3581,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,0956,-4,1342,29,0,NA,0,0,29,0,0,Late,On Time,NA
Jan,Republic,3601,ORD,"Chicago, IL",IL,AUS,"Austin, TX",TX,0741,-7,1024,-26,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,3630,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1556,-4,1954,41,0,NA,0,0,41,0,0,Late,On Time,NA
Jan,Republic,3661,ORD,"Chicago, IL",IL,RDU,"Raleigh/Durham, NC",NC,0550,-10,0841,-18,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,3702,ORD,"Chicago, IL",IL,DSM,"Des Moines, IA",IA,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Republic,3715,ORD,"Chicago, IL",IL,OMA,"Omaha, NE",NE,1001,-4,1200,14,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Republic,3756,DTW,"Detroit, MI",MI,EWR,"Newark, NJ",NJ,1015,210,1157,201,0,NA,201,0,0,0,0,Late,Late,Carrier
Jan,Endeavor,3355,DTW,"Detroit, MI",MI,IAD,"Washington, DC",VA,1535,-5,1700,-17,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3388,STL,"St. Louis, MO",MO,LGA,"New York, NY",NY,1200,75,1525,69,0,NA,39,0,0,0,30,Late,Late,Late Aircraft
Jan,Endeavor,3456,MSP,"Minneapolis, MN",MN,TYS,"Knoxville, TN",TN,2012,-3,2350,10,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Endeavor,3463,STL,"St. Louis, MO",MO,MSP,"Minneapolis, MN",MN,1956,-4,2127,-15,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3464,MSP,"Minneapolis, MN",MN,PIT,"Pittsburgh, PA",PA,0841,-4,1129,-41,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3465,DTW,"Detroit, MI",MI,GRR,"Grand Rapids, MI",MI,1752,-3,1837,-20,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5022,MSP,"Minneapolis, MN",MN,DSM,"Des Moines, IA",IA,1427,-3,1532,-20,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5058,MLI,"Moline, IL",IL,ATL,"Atlanta, GA",GA,1722,1,2029,10,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Endeavor,5132,DTW,"Detroit, MI",MI,DCA,"Washington, DC",VA,1220,-3,1355,-6,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Comair,5677,DSM,"Des Moines, IA",IA,CLT,"Charlotte, NC",NC,0616,-4,0950,-6,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,JetBlue,412,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,0536,-4,0848,-11,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,JetBlue,1106,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1924,67,2227,53,0,NA,16,0,0,0,37,Late,Late,Late Aircraft
Jan,JetBlue,2236,MSP,"Minneapolis, MN",MN,BOS,"Boston, MA",MA,0544,-1,0920,-18,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Spirit,630,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,1803,20,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Spirit,731,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1519,1,1749,-11,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Spirit,939,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,0753,-7,0945,-35,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Spirit,224,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,0548,-3,1013,73,0,NA,0,0,73,0,0,Late,On Time,NA
Jan,Spirit,345,DTW,"Detroit, MI",MI,MSP,"Minneapolis, MN",MN,0750,-15,0840,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Alaska,37,MSP,"Minneapolis, MN",MN,SEA,"Seattle, WA",WA,1643,-2,1823,-22,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Mesa,6254,MSP,"Minneapolis, MN",MN,IAH,"Houston, TX",TX,1155,85,1502,87,0,NA,87,0,0,0,0,Late,Late,Carrier
Jan,ExpressJet,4263,ORD,"Chicago, IL",IL,LIT,"Little Rock, AR",AR,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,ExpressJet,4448,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1131,-4,1334,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,ExpressJet,4026,ORD,"Chicago, IL",IL,RIC,"Richmond, VA",VA,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Republic,4371,STL,"St. Louis, MO",MO,LGA,"New York, NY",NY,0719,-9,1045,-15,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Republic,4447,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,0626,-5,0834,6,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Republic,4642,MSP,"Minneapolis, MN",MN,DCA,"Washington, DC",VA,1738,-8,2134,15,0,NA,0,0,15,0,0,Late,On Time,NA
Jan,Republic,4655,STL,"St. Louis, MO",MO,PHL,"Philadelphia, PA",PA,0530,-13,0841,-19,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2220,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,1410,-5,1537,-23,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2204,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,1936,-2,2153,1,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,United,2192,ORD,"Chicago, IL",IL,SAN,"San Diego, CA",CA,0745,0,1004,-12,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2178,ORD,"Chicago, IL",IL,SMF,"Sacramento, CA",CA,1023,-2,1304,-5,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2066,ORD,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,1122,-3,1510,-26,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,2005,ORD,"Chicago, IL",IL,DEN,"Denver, CO",CO,0850,-1,1039,-1,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,1448,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1757,7,2011,2,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,United,859,ORD,"Chicago, IL",IL,SRQ,"Sarasota/Bradenton, FL",FL,1139,-6,1519,-12,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,626,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,1824,-6,2120,-11,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,609,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,1148,-2,1532,32,0,NA,0,0,32,0,0,Late,On Time,NA
Jan,United,592,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1538,-1,1754,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,532,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,1138,-2,1444,-16,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,United,397,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,1425,0,1757,-12,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5245,MSP,"Minneapolis, MN",MN,CVG,"Cincinnati, OH",KY,1546,-10,1832,-25,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,5449,DSM,"Des Moines, IA",IA,MSP,"Minneapolis, MN",MN,0647,-5,0816,3,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,American,395,ORD,"Chicago, IL",IL,SJU,"San Juan, PR",PR,1007,97,1748,160,0,NA,77,20,63,0,0,Late,Late,Weather
Jan,American,2465,ORD,"Chicago, IL",IL,LAS,"Las Vegas, NV",NV,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,American,2501,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,1750,55,2007,39,0,NA,21,18,0,0,0,Late,Late,Weather
Jan,American,2553,MSP,"Minneapolis, MN",MN,CLT,"Charlotte, NC",NC,1217,7,1549,8,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,American,1854,ORD,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,0658,-2,1021,22,0,NA,0,0,22,0,0,Late,On Time,NA
Jan,American,236,STL,"St. Louis, MO",MO,LAX,"Los Angeles, CA",CA,0613,-7,0800,-52,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,American,304,MSP,"Minneapolis, MN",MN,ORD,"Chicago, IL",IL,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,American,1354,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,2210,134,0113,134,0,NA,30,21,0,0,83,Late,Late,Late Aircraft
Jan,American,1464,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,0934,8,1327,20,0,NA,0,8,12,0,0,Late,Late,Weather
Jan,American,2209,STL,"St. Louis, MO",MO,ORD,"Chicago, IL",IL,1337,239,1523,262,0,NA,0,0,262,0,0,Late,Late,NA
Jan,American,2228,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1331,11,1559,-9,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,American,2326,DSM,"Des Moines, IA",IA,DFW,"Dallas/Fort Worth, TX",TX,0654,-7,0921,3,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,3626,ORD,"Chicago, IL",IL,SGF,"Springfield, MO",MO,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3657,ORD,"Chicago, IL",IL,GRR,"Grand Rapids, MI",MI,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3737,ORD,"Chicago, IL",IL,BMI,"Bloomington/Normal, IL",IL,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3789,ORD,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,0844,-11,1201,3,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Envoy,3800,ORD,"Chicago, IL",IL,BNA,"Nashville, TN",TN,0931,-3,1136,29,0,NA,0,0,29,0,0,Late,On Time,NA
Jan,Envoy,3895,ORD,"Chicago, IL",IL,SGF,"Springfield, MO",MO,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3896,MLI,"Moline, IL",IL,ORD,"Chicago, IL",IL,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3946,ORD,"Chicago, IL",IL,SYR,"Syracuse, NY",NY,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3961,ORD,"Chicago, IL",IL,ATW,"Appleton, WI",WI,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Envoy,3972,ORD,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,NA,NA,NA,NA,1,National Air System,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,4979,DSM,"Des Moines, IA",IA,LAS,"Las Vegas, NV",NV,1106,6,1159,-21,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Southwest,1673,DTW,"Detroit, MI",MI,ATL,"Atlanta, GA",GA,0612,2,0859,24,0,NA,0,0,24,0,0,Late,Late,NA
Jan,Southwest,2559,DTW,"Detroit, MI",MI,MDW,"Chicago, IL",IL,1645,10,1735,50,0,NA,0,0,40,0,10,Late,Late,Late Aircraft
Jan,Southwest,3111,MDW,"Chicago, IL",IL,ATL,"Atlanta, GA",GA,1814,9,2059,-1,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Southwest,5144,MDW,"Chicago, IL",IL,BNA,"Nashville, TN",TN,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,4981,MDW,"Chicago, IL",IL,BWI,"Baltimore, MD",MD,1029,4,1319,14,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Southwest,1077,MDW,"Chicago, IL",IL,CVG,"Cincinnati, OH",KY,1050,0,1314,14,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Southwest,2524,MDW,"Chicago, IL",IL,DCA,"Washington, DC",VA,1916,-4,2212,12,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Southwest,4016,MDW,"Chicago, IL",IL,DEN,"Denver, CO",CO,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,3152,MDW,"Chicago, IL",IL,FLL,"Fort Lauderdale, FL",FL,0944,49,1410,75,0,NA,0,0,26,0,49,Late,Late,Late Aircraft
Jan,Southwest,3869,MDW,"Chicago, IL",IL,HOU,"Houston, TX",TX,1112,12,1404,19,0,NA,12,0,7,0,0,Late,Late,Carrier
Jan,Southwest,2366,MDW,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,1618,8,1852,-3,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Southwest,3867,MDW,"Chicago, IL",IL,MCI,"Kansas City, MO",MO,1253,18,1433,28,0,NA,5,0,10,0,13,Late,Late,Late Aircraft
Jan,Southwest,3976,MDW,"Chicago, IL",IL,MCO,"Orlando, FL",FL,0813,23,1212,47,0,NA,0,20,24,0,3,Late,Late,Late Aircraft
Jan,Southwest,3688,MDW,"Chicago, IL",IL,MSY,"New Orleans, LA",LA,1803,13,2018,8,0,NA,NA,NA,NA,NA,NA,Late,Late,NA
Jan,Southwest,2669,MDW,"Chicago, IL",IL,PHL,"Philadelphia, PA",PA,2100,0,2357,7,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Southwest,4767,MDW,"Chicago, IL",IL,PVD,"Providence, RI",RI,1436,51,1737,47,0,NA,37,0,0,0,10,Late,Late,Late Aircraft
Jan,Southwest,3810,MDW,"Chicago, IL",IL,SAN,"San Diego, CA",CA,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,2786,MDW,"Chicago, IL",IL,SJU,"San Juan, PR",PR,0857,37,1558,68,0,NA,36,0,31,0,1,Late,Late,Late Aircraft
Jan,Southwest,3874,MDW,"Chicago, IL",IL,TPA,"Tampa, FL",FL,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Southwest,6936,MSP,"Minneapolis, MN",MN,DAL,"Dallas, TX",TX,0734,-6,0954,-21,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Southwest,5254,MSP,"Minneapolis, MN",MN,MDW,"Chicago, IL",IL,1320,5,1433,-7,0,NA,NA,NA,NA,NA,NA,On Time,Late,NA
Jan,Endeavor,3347,DSM,"Des Moines, IA",IA,DTW,"Detroit, MI",MI,0829,-1,1145,23,0,NA,0,0,23,0,0,Late,On Time,NA
Jan,Endeavor,3380,MSP,"Minneapolis, MN",MN,DSM,"Des Moines, IA",IA,1514,-5,1617,-22,0,NA,NA,NA,NA,NA,NA,On Time,On Time,NA
Jan,Endeavor,3448,DTW,"Detroit, MI",MI,IAH,"Houston, TX",TX,1221,-4,1520,21,0,NA,0,0,21,0,0,Late,On Time,NA
Jan,Comair,5677,DSM,"Des Moines, IA",IA,CLT,"Charlotte, NC",NC,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,Spirit,631,DTW,"Detroit, MI",MI,TPA,"Tampa, FL",FL,1743,-1,2109,39,0,NA,0,0,39,0,0,Late,On Time,NA
Jan,Spirit,711,DTW,"Detroit, MI",MI,LAS,"Las Vegas, NV",NV,1942,19,2135,33,0,NA,19,0,14,0,0,Late,Late,Carrier
Jan,Spirit,975,DTW,"Detroit, MI",MI,DEN,"Denver, CO",CO,1819,34,1955,47,0,NA,0,0,13,0,34,Late,Late,Late Aircraft
Jan,Spirit,316,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,0558,-2,0805,22,0,NA,0,0,22,0,0,Late,On Time,NA
Jan,Spirit,345,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,1103,58,1308,31,0,NA,0,0,0,0,31,Late,Late,Late Aircraft
Jan,Spirit,347,DTW,"Detroit, MI",MI,LGA,"New York, NY",NY,1602,-6,1807,8,0,NA,NA,NA,NA,NA,NA,Late,On Time,NA
Jan,Alaska,23,ORD,"Chicago, IL",IL,SEA,"Seattle, WA",WA,0755,-5,1109,24,0,NA,0,0,24,0,0,Late,On Time,NA
Jan,Alaska,793,DTW,"Detroit, MI",MI,SEA,"Seattle, WA",WA,1621,1,1941,71,0,NA,0,0,71,0,0,Late,Late,NA
Jan,ExpressJet,4278,ORD,"Chicago, IL",IL,RIC,"Richmond, VA",VA,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
Jan,ExpressJet,4288,ORD,"Chicago, IL",IL,ROC,"Rochester, NY",NY,NA,NA,NA,NA,1,Weather,NA,NA,NA,NA,NA,Cancelled,Cancelled,NA
